DistrictCode,DistrictName,SchoolCode,SchoolName,BegginingGrade9,TransferIn,Year1Dropout,Year2Dropout,Year3Dropout,Year4Dropout,TransferOut,FinalCohort,Graduate,Continuing,Dropout,GraduationRate
14005.0,Aberdeen School District,3857.0,Harbor High School,41.0,2.0,,,2.0,7.0,1.0,42.0,14.0,19.0,9.0,0.3333
14005.0,Aberdeen School District,3476.0,J M Weatherwax High School,193.0,27.0,3.0,2.0,2.0,3.0,24.0,196.0,161.0,25.0,10.0,0.8214
29103.0,Anacortes School District,2467.0,Anacortes High School,167.0,26.0,,,1.0,2.0,25.0,168.0,161.0,4.0,3.0,0.9583
29103.0,Anacortes School District,5176.0,Cap Sante High School,41.0,5.0,,,1.0,10.0,7.0,39.0,15.0,13.0,11.0,0.3846
31016.0,Arlington School District,2523.0,Arlington High School,399.0,26.0,1.0,,4.0,12.0,36.0,389.0,365.0,7.0,17.0,0.9383
31016.0,Arlington School District,2277.0,Arlington Special Educ School,,1.0,,,,,1.0,0.0,0.0,0.0,0.0,
31016.0,Arlington School District,4287.0,Weston High School,38.0,7.0,,,1.0,1.0,9.0,36.0,20.0,14.0,2.0,0.5556
2420.0,Asotin-Anatone School District,2434.0,Asotin Jr Sr High,60.0,9.0,,,1.0,1.0,6.0,63.0,58.0,3.0,2.0,0.9206
17408.0,Auburn School District,5037.0,Auburn Mountainview High School,366.0,48.0,,2.0,7.0,17.0,46.0,368.0,337.0,5.0,26.0,0.9158
17408.0,Auburn School District,5522.0,Auburn Opportunity Project,51.0,8.0,,,,26.0,0.0,59.0,14.0,19.0,26.0,0.2373
17408.0,Auburn School District,4474.0,Auburn Riverside High School,349.0,50.0,,1.0,4.0,14.0,53.0,346.0,319.0,8.0,19.0,0.922
17408.0,Auburn School District,2795.0,Auburn Senior High School,393.0,65.0,4.0,6.0,8.0,36.0,55.0,403.0,320.0,29.0,54.0,0.794
17408.0,Auburn School District,1915.0,Special Ed School,,1.0,,,,,1.0,0.0,0.0,0.0,0.0,
17408.0,Auburn School District,2702.0,West Auburn Senior High School,99.0,13.0,,4.0,23.0,31.0,12.0,100.0,24.0,18.0,58.0,0.24
18303.0,Bainbridge Island School District,2395.0,Bainbridge High School,284.0,38.0,,,3.0,5.0,36.0,286.0,272.0,6.0,8.0,0.951
18303.0,Bainbridge Island School District,1939.0,Bainbridge Special Education Services,1.0,,,,,,1.0,0.0,0.0,0.0,0.0,
18303.0,Bainbridge Island School District,1935.0,Eagle Harbor High School,39.0,1.0,,,1.0,3.0,3.0,37.0,29.0,4.0,4.0,0.7838
6119.0,Battle Ground School District,2415.0,Battle Ground High School,457.0,62.0,1.0,6.0,14.0,22.0,68.0,451.0,397.0,11.0,43.0,0.8803
6119.0,Battle Ground School District,1875.0,Homelink River,94.0,14.0,1.0,1.0,3.0,14.0,16.0,92.0,73.0,0.0,19.0,0.7935
6119.0,Battle Ground School District,4104.0,Prairie High School,328.0,73.0,2.0,,8.0,22.0,56.0,345.0,299.0,14.0,32.0,0.8667
6119.0,Battle Ground School District,4450.0,Summit View High School,165.0,23.0,,3.0,23.0,51.0,9.0,179.0,50.0,52.0,77.0,0.2793
17405.0,Bellevue School District,2701.0,Bellevue High School,413.0,90.0,4.0,10.0,3.0,5.0,67.0,436.0,403.0,11.0,22.0,0.9243
17405.0,Bellevue School District,3588.0,Interlake Senior High School,377.0,59.0,4.0,3.0,2.0,13.0,45.0,391.0,359.0,10.0,22.0,0.9182
17405.0,Bellevue School District,3486.0,Newport Senior High School,400.0,55.0,,1.0,2.0,1.0,35.0,420.0,404.0,12.0,4.0,0.9619
17405.0,Bellevue School District,3282.0,Sammamish Senior High,256.0,54.0,,1.0,7.0,12.0,30.0,280.0,257.0,3.0,20.0,0.9179
37501.0,Bellingham School District,2553.0,Bellingham High School,231.0,36.0,,,7.0,3.0,20.0,247.0,220.0,17.0,10.0,0.8907
37501.0,Bellingham School District,1694.0,Home Port Learning Center (Closed after 2016-2017 school year),1.0,,,,,,1.0,0.0,0.0,0.0,0.0,
37501.0,Bellingham School District,1647.0,Options High School,56.0,5.0,,2.0,1.0,3.0,6.0,55.0,39.0,10.0,6.0,0.7091
37501.0,Bellingham School District,3576.0,Sehome High School,294.0,33.0,,,1.0,6.0,35.0,292.0,268.0,17.0,7.0,0.9178
37501.0,Bellingham School District,4515.0,Squalicum High School,286.0,37.0,2.0,2.0,9.0,14.0,20.0,303.0,257.0,19.0,27.0,0.8482
27403.0,Bethel School District,5372.0,Acceleration Academy,158.0,13.0,,3.0,19.0,51.0,84.0,87.0,4.0,10.0,73.0,0.046
27403.0,Bethel School District,2807.0,Bethel High School,393.0,59.0,4.0,1.0,4.0,15.0,68.0,384.0,352.0,8.0,24.0,0.9167
27403.0,Bethel School District,1510.0,Challenger High School,122.0,12.0,,1.0,1.0,15.0,14.0,120.0,82.0,21.0,17.0,0.6833
27403.0,Bethel School District,5033.0,Graham Kapowsin High School,435.0,70.0,1.0,3.0,10.0,19.0,72.0,433.0,379.0,21.0,33.0,0.8753
27403.0,Bethel School District,4158.0,Spanaway Lake High School,339.0,64.0,3.0,1.0,6.0,12.0,91.0,312.0,276.0,14.0,22.0,0.8846
37503.0,Blaine School District,3136.0,Blaine High School,140.0,39.0,1.0,5.0,6.0,4.0,40.0,139.0,118.0,5.0,16.0,0.8489
18100.0,Bremerton School District,3109.0,Bremerton High School,248.0,60.0,2.0,4.0,10.0,24.0,33.0,275.0,217.0,18.0,40.0,0.7891
18100.0,Bremerton School District,1737.0,Renaissance Alternative High School,47.0,2.0,,2.0,5.0,10.0,2.0,47.0,18.0,12.0,17.0,0.38299999999999995
9075.0,Bridgeport School District,2788.0,Bridgeport High School,53.0,8.0,1.0,1.0,,1.0,3.0,58.0,53.0,2.0,3.0,0.9138
29100.0,Burlington-Edison School District,1928.0,Burlington-Edison Alternative School,24.0,3.0,,2.0,2.0,4.0,2.0,25.0,15.0,2.0,8.0,0.6
29100.0,Burlington-Edison School District,2362.0,Burlington Edison High School,256.0,33.0,2.0,4.0,6.0,14.0,30.0,259.0,228.0,5.0,26.0,0.8803
6117.0,Camas School District,4567.0,Camas High School,533.0,63.0,2.0,3.0,2.0,13.0,57.0,539.0,501.0,18.0,20.0,0.9295
6117.0,Camas School District,5104.0,Hayes Freedom High School,43.0,12.0,,1.0,1.0,4.0,12.0,43.0,32.0,5.0,6.0,0.7442
4228.0,Cascade School District,3564.0,Cascade High School,93.0,21.0,,1.0,,7.0,20.0,94.0,83.0,3.0,8.0,0.883
4222.0,CASHMERE SCHOOL DISTRICT,3268.0,CASHMERE HIGH SCHOOL,115.0,9.0,,,2.0,4.0,12.0,112.0,105.0,1.0,6.0,0.9375
8401.0,Castle Rock School District,2281.0,Castle Rock High School,101.0,14.0,1.0,,1.0,6.0,10.0,105.0,87.0,10.0,8.0,0.8286
18401.0,Central Kitsap School District,5472.0,Barker Creek Community School,102.0,20.0,,,,16.0,13.0,109.0,70.0,23.0,16.0,0.6422
18401.0,Central Kitsap School District,2615.0,Central Kitsap High School,320.0,88.0,,,3.0,5.0,84.0,324.0,297.0,19.0,8.0,0.9167
18401.0,Central Kitsap School District,5199.0,CK Online Academy (Closed after 2015-2016 school year),1.0,,,,,,1.0,0.0,0.0,0.0,0.0,
18401.0,Central Kitsap School District,4509.0,Klahowya Secondary,146.0,24.0,1.0,3.0,1.0,2.0,22.0,148.0,135.0,6.0,7.0,0.9122
18401.0,Central Kitsap School District,1740.0,Off Campus (Closed after 2016-2017 school year),2.0,1.0,,,,,3.0,0.0,0.0,0.0,0.0,
18401.0,Central Kitsap School District,4100.0,Olympic High School,280.0,28.0,1.0,1.0,2.0,6.0,37.0,271.0,245.0,16.0,10.0,0.9041
32356.0,Central Valley School District,3065.0,Central Valley High School,477.0,89.0,6.0,13.0,11.0,6.0,24.0,542.0,455.0,51.0,36.0,0.8395
32356.0,Central Valley School District,5328.0,CVSD Open Doors Programs,37.0,7.0,,1.0,8.0,12.0,1.0,43.0,6.0,16.0,21.0,0.1395
32356.0,Central Valley School District,3918.0,Mica Peak High School,64.0,6.0,3.0,,,7.0,2.0,68.0,44.0,14.0,10.0,0.6471
32356.0,Central Valley School District,1964.0,Spokane Valley Learning Academy,,1.0,,,,,1.0,0.0,0.0,0.0,0.0,
32356.0,Central Valley School District,3415.0,University High School,406.0,49.0,3.0,3.0,3.0,13.0,23.0,432.0,392.0,18.0,22.0,0.9074
21401.0,Centralia School District,2166.0,Centralia High School,217.0,36.0,1.0,1.0,5.0,10.0,49.0,204.0,178.0,9.0,17.0,0.8725
21401.0,Centralia School District,5359.0,Futurus High School,25.0,2.0,,1.0,3.0,3.0,6.0,21.0,7.0,7.0,7.0,0.3333
21302.0,Chehalis School District,5369.0,Lewis County Alternative School,24.0,6.0,,1.0,2.0,10.0,2.0,28.0,11.0,4.0,13.0,0.3929
21302.0,Chehalis School District,2799.0,W F West High School,205.0,19.0,,3.0,,2.0,28.0,196.0,186.0,5.0,5.0,0.9490000000000001
32360.0,Cheney School District,3610.0,Cheney High School,286.0,41.0,1.0,3.0,5.0,6.0,55.0,272.0,242.0,15.0,15.0,0.8897
32360.0,Cheney School District,5396.0,Cheney Open Doors,17.0,,,,4.0,7.0,0.0,17.0,2.0,4.0,11.0,0.1176
32360.0,Cheney School District,1769.0,Three Springs High School,15.0,2.0,1.0,1.0,2.0,3.0,2.0,15.0,6.0,2.0,7.0,0.4
33036.0,Chewelah School District,1763.0,Quartzite Learning,21.0,6.0,,,1.0,1.0,2.0,25.0,14.0,9.0,2.0,0.56
27901.0,Chief Leschi Schools,5549.0,Chief Leschi Schools,33.0,4.0,,,,7.0,3.0,34.0,24.0,3.0,7.0,0.7059
16049.0,Chimacum School District,3275.0,Chimacum Junior/Senior High School,77.0,12.0,,,3.0,2.0,11.0,78.0,71.0,2.0,5.0,0.9103
2250.0,Clarkston School District,2299.0,Charles Francis Adams High School,149.0,36.0,,2.0,3.0,6.0,29.0,156.0,142.0,3.0,11.0,0.9103
2250.0,Clarkston School District,1617.0,Educational Opportunity Center,27.0,9.0,,1.0,2.0,9.0,4.0,32.0,14.0,6.0,12.0,0.4375
2250.0,Clarkston School District,2501.0,Lincoln Middle School,,1.0,,,,,1.0,0.0,0.0,0.0,0.0,
2250.0,Clarkston School District,3616.0,Special Services,1.0,,,,,,1.0,0.0,0.0,0.0,0.0,
19404.0,Cle Elum-Roslyn School District,2329.0,Cle Elum Roslyn High School,55.0,5.0,1.0,1.0,,1.0,10.0,50.0,46.0,1.0,3.0,0.92
19404.0,Cle Elum-Roslyn School District,1987.0,Swiftwater Alternative High School,10.0,,,,,2.0,0.0,10.0,8.0,0.0,2.0,0.8
27400.0,Clover Park School District,2425.0,Clover Park High School,282.0,94.0,8.0,9.0,21.0,13.0,76.0,300.0,222.0,27.0,51.0,0.74
27400.0,Clover Park School District,5411.0,CPSD Open Doors Program,100.0,34.0,,2.0,14.0,40.0,8.0,126.0,8.0,62.0,56.0,0.0635
27400.0,Clover Park School District,3456.0,Lakes High School,326.0,127.0,3.0,3.0,3.0,8.0,173.0,280.0,233.0,30.0,17.0,0.8321
27400.0,Clover Park School District,5298.0,Oakridge Group Home,3.0,,,,,,3.0,0.0,0.0,0.0,0.0,
27400.0,Clover Park School District,5297.0,Transition Day Students,1.0,,,,,,1.0,0.0,0.0,0.0,0.0,
38300.0,Colfax School District,3366.0,Colfax High School,48.0,3.0,,2.0,,,9.0,42.0,39.0,1.0,2.0,0.9286
36250.0,College Place School District,5362.0,College Place High School,89.0,19.0,,,,2.0,17.0,91.0,84.0,5.0,2.0,0.9231
36400.0,Columbia (Walla Walla) School District,4049.0,Columbia High School,53.0,11.0,3.0,1.0,4.0,2.0,5.0,59.0,42.0,7.0,10.0,0.7119
33115.0,Colville School District,3310.0,Colville Senior High School,135.0,19.0,,,1.0,5.0,16.0,138.0,126.0,6.0,6.0,0.9129999999999999
33115.0,Colville School District,1594.0,Panorama School,14.0,8.0,,,2.0,5.0,6.0,16.0,8.0,1.0,7.0,0.5
29011.0,Concrete School District,2810.0,Concrete High School,33.0,1.0,,,1.0,5.0,1.0,33.0,25.0,2.0,6.0,0.7576
29011.0,Concrete School District,1605.0,Twin Cedars High School,8.0,3.0,,1.0,2.0,2.0,1.0,10.0,2.0,3.0,5.0,0.2
15204.0,Coupeville School District,2625.0,Coupeville High School,64.0,13.0,,,,1.0,12.0,65.0,61.0,3.0,1.0,0.9385
5313.0,Crescent School District,3473.0,Crescent School,17.0,5.0,1.0,,,2.0,4.0,18.0,15.0,0.0,3.0,0.8333
10050.0,Curlew School District,2006.0,Curlew Elem & High School,41.0,23.0,,,8.0,23.0,4.0,60.0,15.0,14.0,31.0,0.25
26059.0,Cusick School District,2423.0,Cusick Jr Sr High School,13.0,6.0,,,,,6.0,13.0,11.0,2.0,0.0,0.8462
26059.0,Cusick School District,5538.0,Home Pride,2.0,,,,,,2.0,0.0,0.0,0.0,0.0,
31330.0,Darrington School District,3188.0,Darrington High School,31.0,4.0,,,1.0,3.0,4.0,31.0,25.0,2.0,4.0,0.8065
22207.0,Davenport School District,3173.0,Davenport Senior High School,46.0,7.0,,,,,5.0,48.0,45.0,3.0,0.0,0.9375
7002.0,Dayton School District,2302.0,Dayton High School,29.0,7.0,,,,,5.0,31.0,26.0,5.0,0.0,0.8387
32414.0,Deer Park School District,4123.0,Deer Park High School,163.0,20.0,,1.0,1.0,8.0,17.0,166.0,151.0,5.0,10.0,0.9096
32361.0,East Valley School District (Spokane),3360.0,East Valley High School,241.0,44.0,3.0,3.0,8.0,21.0,32.0,253.0,204.0,14.0,35.0,0.8063
32361.0,East Valley School District (Spokane),5432.0,EV Online,24.0,4.0,,,3.0,9.0,6.0,22.0,8.0,2.0,12.0,0.3636
32361.0,East Valley School District (Spokane),5433.0,EV Parent Partnership,11.0,6.0,,,,1.0,7.0,10.0,8.0,1.0,1.0,0.8
39090.0,East Valley School District (Yakima),2344.0,East Valley High School,217.0,20.0,1.0,2.0,5.0,8.0,12.0,225.0,199.0,10.0,16.0,0.8844
9206.0,Eastmont School District,2727.0,Eastmont Senior High,451.0,53.0,1.0,5.0,12.0,42.0,20.0,484.0,407.0,17.0,60.0,0.8409
27404.0,Eatonville School District,2206.0,Eatonville High School,154.0,15.0,1.0,,2.0,1.0,27.0,142.0,132.0,6.0,4.0,0.9296
27404.0,Eatonville School District,5332.0,ESD New Beginnings,14.0,2.0,,1.0,2.0,2.0,1.0,15.0,3.0,7.0,5.0,0.2
31015.0,Edmonds School District,1519.0,Edmonds eLearning Academy,51.0,7.0,3.0,4.0,6.0,20.0,3.0,55.0,10.0,12.0,33.0,0.1818
31015.0,Edmonds School District,1966.0,Edmonds Heights K-12,57.0,13.0,,,1.0,2.0,14.0,56.0,43.0,10.0,3.0,0.7679
31015.0,Edmonds School District,3123.0,Edmonds Woodway High School,367.0,51.0,1.0,4.0,5.0,10.0,25.0,393.0,346.0,27.0,20.0,0.8804
31015.0,Edmonds School District,3755.0,Lynnwood High School,319.0,51.0,,2.0,6.0,23.0,24.0,346.0,281.0,34.0,31.0,0.8121
31015.0,Edmonds School District,3464.0,Meadowdale High School,342.0,50.0,2.0,2.0,6.0,10.0,26.0,366.0,324.0,22.0,20.0,0.8852
31015.0,Edmonds School District,3303.0,Mountlake Terrace High School,298.0,33.0,,3.0,1.0,7.0,20.0,311.0,288.0,12.0,11.0,0.9259999999999999
31015.0,Edmonds School District,3854.0,Scriber Lake High School,68.0,3.0,,2.0,5.0,16.0,7.0,64.0,25.0,16.0,23.0,0.3906
31015.0,Edmonds School District,1558.0,Unassigned School,,1.0,,,,,1.0,0.0,0.0,0.0,0.0,
19401.0,Ellensburg School District,2996.0,Ellensburg High School,238.0,29.0,1.0,1.0,2.0,5.0,27.0,240.0,225.0,6.0,9.0,0.9375
19401.0,Ellensburg School District,5097.0,K-12 Ellensburg Learning Center,14.0,,,,,1.0,2.0,12.0,7.0,4.0,1.0,0.5833
14068.0,Elma School District,2137.0,Elma High School,86.0,11.0,,2.0,1.0,2.0,12.0,85.0,75.0,5.0,5.0,0.8824
4127.0,Entiat School District,3317.0,Entiat Middle and High School,21.0,2.0,,,,4.0,1.0,22.0,18.0,0.0,4.0,0.8182
17216.0,Enumclaw School District,3330.0,Enumclaw Sr High School,337.0,22.0,4.0,9.0,7.0,23.0,15.0,344.0,288.0,13.0,43.0,0.8372
13165.0,Ephrata School District,2920.0,Ephrata High School,192.0,27.0,,1.0,2.0,3.0,30.0,189.0,180.0,3.0,6.0,0.9524
31002.0,Everett School District,3407.0,Cascade High School,397.0,46.0,,2.0,2.0,6.0,40.0,403.0,382.0,11.0,10.0,0.9479
31002.0,Everett School District,2126.0,Everett High School,305.0,46.0,1.0,1.0,1.0,2.0,58.0,293.0,287.0,1.0,5.0,0.9795
31002.0,Everett School District,5330.0,Everett Reengagement Academy,82.0,8.0,,1.0,9.0,15.0,0.0,90.0,27.0,38.0,25.0,0.3
31002.0,Everett School District,4438.0,Henry M. Jackson High School,525.0,44.0,,,1.0,,49.0,520.0,514.0,5.0,1.0,0.9885
31002.0,Everett School District,1907.0,Port Gardner,4.0,12.0,,,,,16.0,0.0,0.0,0.0,0.0,
31002.0,Everett School District,4137.0,Sequoia High School,68.0,11.0,,2.0,6.0,7.0,8.0,71.0,52.0,4.0,15.0,0.7324
6114.0,Evergreen School District (Clark),2724.0,Evergreen High School,395.0,104.0,,3.0,10.0,18.0,81.0,418.0,363.0,24.0,31.0,0.8684
6114.0,Evergreen School District (Clark),4523.0,Heritage High School,433.0,62.0,1.0,2.0,7.0,35.0,48.0,447.0,394.0,8.0,45.0,0.8814
6114.0,Evergreen School District (Clark),4042.0,Legacy High School,81.0,9.0,,1.0,12.0,7.0,2.0,88.0,61.0,7.0,20.0,0.6932
6114.0,Evergreen School District (Clark),4162.0,Mountain View High School,460.0,105.0,,3.0,2.0,6.0,76.0,489.0,471.0,7.0,11.0,0.9632
6114.0,Evergreen School District (Clark),5111.0,Union High School,478.0,72.0,,,1.0,6.0,59.0,491.0,471.0,13.0,7.0,0.9593
17210.0,Federal Way School District,5163.0,Career Academy at Truman High School,31.0,6.0,,,3.0,2.0,3.0,34.0,17.0,12.0,5.0,0.5
17210.0,Federal Way School District,3766.0,Decatur High School,339.0,46.0,4.0,2.0,2.0,12.0,63.0,322.0,289.0,13.0,20.0,0.8975
17210.0,Federal Way School District,2417.0,Federal Way High School,362.0,48.0,1.0,5.0,13.0,20.0,29.0,381.0,333.0,9.0,39.0,0.8740000000000001
17210.0,Federal Way School District,1759.0,Internet Academy,59.0,14.0,2.0,6.0,5.0,12.0,23.0,50.0,21.0,4.0,25.0,0.42
17210.0,Federal Way School District,5348.0,Open Doors Youth Reengagement (1418),114.0,19.0,,,14.0,33.0,8.0,125.0,22.0,56.0,47.0,0.17600000000000002
17210.0,Federal Way School District,5138.0,Technology Access Foundation Academy (Closed after 2016-2017 school year),1.0,,,,,,1.0,0.0,0.0,0.0,0.0,
17210.0,Federal Way School District,3584.0,Thomas Jefferson High School,410.0,88.0,10.0,2.0,,21.0,44.0,454.0,411.0,10.0,33.0,0.9053
17210.0,Federal Way School District,4570.0,Todd Beamer High School,347.0,65.0,3.0,4.0,11.0,7.0,47.0,365.0,323.0,17.0,25.0,0.8849
37502.0,Ferndale School District,2488.0,Ferndale High School,336.0,60.0,3.0,12.0,5.0,20.0,46.0,350.0,295.0,15.0,40.0,0.8429
37502.0,Ferndale School District,5245.0,WINDWARD HIGH SCHOOL,13.0,5.0,,,3.0,,6.0,12.0,9.0,0.0,3.0,0.75
27417.0,Fife School District,2773.0,Fife High School,246.0,36.0,,1.0,2.0,2.0,26.0,256.0,241.0,10.0,5.0,0.9414
3053.0,Finley School District,2367.0,River View High School,69.0,10.0,,1.0,3.0,8.0,14.0,65.0,51.0,2.0,12.0,0.7846
27402.0,Franklin Pierce School District,2876.0,Franklin Pierce High School,239.0,34.0,,3.0,1.0,6.0,29.0,244.0,227.0,7.0,10.0,0.9303
27402.0,Franklin Pierce School District,4063.0,Gates Secondary School,65.0,13.0,,,4.0,4.0,3.0,75.0,59.0,8.0,8.0,0.7867
27402.0,Franklin Pierce School District,3648.0,Washington High School,237.0,43.0,1.0,2.0,2.0,8.0,43.0,237.0,207.0,17.0,13.0,0.8734
38302.0,Garfield School District,1962.0,Garfield at Palouse High School,10.0,1.0,,,,1.0,1.0,10.0,9.0,0.0,1.0,0.9
20404.0,Goldendale School District,2856.0,Goldendale High School,67.0,25.0,1.0,,1.0,4.0,24.0,68.0,60.0,2.0,6.0,0.8824
13301.0,Grand Coulee Dam School District,5336.0,Lake Roosevelt Alternative School,14.0,5.0,,,,3.0,1.0,18.0,6.0,9.0,3.0,0.3333
39200.0,Grandview School District,1776.0,Contract Learning Center,14.0,1.0,,,1.0,3.0,1.0,14.0,2.0,8.0,4.0,0.1429
39200.0,Grandview School District,2555.0,Grandview High School,209.0,7.0,,4.0,,6.0,19.0,197.0,178.0,9.0,10.0,0.9036
39204.0,Granger School District,3314.0,Granger High School,109.0,10.0,1.0,6.0,5.0,2.0,6.0,113.0,92.0,7.0,14.0,0.8142
31332.0,Granite Falls School District,5171.0,Crossroads High School,65.0,8.0,,,,8.0,4.0,69.0,34.0,27.0,8.0,0.4928
31332.0,Granite Falls School District,2580.0,Granite Falls High School,108.0,10.0,,2.0,1.0,5.0,11.0,107.0,95.0,4.0,8.0,0.8879
39203.0,Highland School District,4559.0,Highland High School,97.0,8.0,,,3.0,3.0,11.0,94.0,80.0,8.0,6.0,0.8511
17401.0,Highline School District,3098.0,Chinook Middle School,,1.0,,,,,1.0,0.0,0.0,0.0,0.0,
17401.0,Highline School District,3099.0,Evergreen High School,183.0,37.0,,,6.0,4.0,11.0,209.0,174.0,25.0,10.0,0.8325
17401.0,Highline School District,2325.0,Highline High School,254.0,48.0,4.0,9.0,6.0,9.0,30.0,272.0,222.0,22.0,28.0,0.8162
17401.0,Highline School District,5370.0,Highline Open Doors 1418,160.0,43.0,1.0,4.0,20.0,103.0,6.0,197.0,18.0,51.0,128.0,0.0914
17401.0,Highline School District,3279.0,Mount Rainier High School,345.0,54.0,,4.0,5.0,4.0,35.0,364.0,320.0,31.0,13.0,0.8791
17401.0,Highline School District,1972.0,New Start,34.0,3.0,,2.0,2.0,8.0,1.0,36.0,14.0,10.0,12.0,0.3889
17401.0,Highline School District,5103.0,Technology - Engineering & Communications (Closed after 2016-2017 school year),2.0,1.0,,,,,3.0,0.0,0.0,0.0,0.0,
17401.0,Highline School District,3483.0,Tyee High School,160.0,49.0,,,8.0,11.0,7.0,202.0,163.0,20.0,19.0,0.8069
6098.0,Hockinson School District,4568.0,Hockinson High School,149.0,16.0,,,1.0,5.0,16.0,149.0,141.0,2.0,6.0,0.9463
14028.0,Hoquiam School District,3622.0,Hoquiam High School,101.0,16.0,,,2.0,3.0,11.0,106.0,93.0,8.0,5.0,0.8774
14028.0,Hoquiam School District,5191.0,Hoquiam Homelink School,13.0,2.0,,1.0,1.0,4.0,3.0,12.0,4.0,2.0,6.0,0.3333
10070.0,Inchelium School District,2603.0,Inchelium High School,18.0,,,1.0,,2.0,1.0,17.0,10.0,4.0,3.0,0.5882
17411.0,Issaquah School District,5437.0,Gibson Ek High School,22.0,,,1.0,,1.0,1.0,21.0,16.0,3.0,2.0,0.7619
17411.0,Issaquah School District,3385.0,Issaquah High School,563.0,80.0,6.0,4.0,6.0,18.0,61.0,582.0,533.0,15.0,34.0,0.9158
17411.0,Issaquah School District,3962.0,Liberty Sr High School,305.0,33.0,4.0,3.0,8.0,4.0,28.0,310.0,286.0,5.0,19.0,0.9226
17411.0,Issaquah School District,4495.0,Skyline High School,502.0,39.0,8.0,1.0,3.0,5.0,41.0,500.0,467.0,16.0,17.0,0.934
8402.0,Kalama School District,5545.0,Kalama High School,65.0,9.0,,,2.0,1.0,5.0,69.0,60.0,6.0,3.0,0.8696
8458.0,Kelso School District,2266.0,Kelso High School,361.0,43.0,,1.0,6.0,24.0,44.0,360.0,329.0,0.0,31.0,0.9139
8458.0,Kelso School District,1934.0,Loowit High School,10.0,2.0,,,5.0,1.0,1.0,11.0,2.0,3.0,6.0,0.1818
3017.0,Kennewick School District,3731.0,Kamiakin High School,395.0,66.0,,1.0,5.0,7.0,53.0,408.0,348.0,47.0,13.0,0.8529
3017.0,Kennewick School District,2826.0,Kennewick High School,359.0,45.0,4.0,6.0,10.0,13.0,48.0,356.0,313.0,10.0,33.0,0.8792
3017.0,Kennewick School District,1884.0,Legacy High School,132.0,22.0,,5.0,33.0,58.0,5.0,149.0,19.0,34.0,96.0,0.1275
3017.0,Kennewick School District,1941.0,Mid-Columbia Parent Partnership,17.0,2.0,,,1.0,2.0,2.0,17.0,14.0,0.0,3.0,0.8235
3017.0,Kennewick School District,5106.0,Phoenix High School,17.0,1.0,,,,2.0,0.0,18.0,6.0,10.0,2.0,0.3333
